Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Years,Item_Visibility_MeanRatio,Identifier,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDD52,108.557,1208.427,4,0.183260221,18.25,2004,OUT035,14,2.7786580155438103,312,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDV33,259.2304,4649.9472,13,0.027386122,9.6,1999,OUT049,19,0.41523832610657324,1043,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDF21,191.153,1707.777,6,0.0,10.3,2004,OUT035,14,0.0,369,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDM56,109.1912,545.956,6,0.0,16.7,2009,OUT018,9,0.0,649,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB12,103.2648,2388.8904,0,0.105287746,11.15,2004,OUT035,14,1.5964110365306214,199,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDI48,51.2666,410.1328,0,0.0,11.85,2004,OUT035,14,0.0,499,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDH09,51.8982,473.3838,12,0.05616476,12.6,1999,OUT049,19,0.8515904854501642,435,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDQ36,38.3848,932.12,0,0.0,7.855,1997,OUT046,21,0.0,802,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY16,184.8266,3872.9586,5,0.092150005,18.35,1987,OUT013,31,1.3972118369629827,1180,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCM43,164.321,5546.114,11,0.01938106,12.792854228644991,1985,OUT027,33,0.29386266929545785,1401,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDF59,124.902,1771.028,15,0.071534226,12.5,2009,OUT018,9,1.084627909843143,393,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCR38,253.4724,755.0172,9,0.113497001,17.25,2004,OUT035,14,1.7208827417535082,1472,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDY13,78.067,2220.443,3,0.030121709,12.1,2004,OUT035,14,0.4567162895363317,1177,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC40,76.1986,1090.5804,4,0.065051586,16.0,2004,OUT035,14,0.9863357682120087,262,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT11,189.4556,1877.556,1,0.029538509,5.94,2007,OUT017,11,0.447873599367006,925,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT59,230.2668,2994.7684,1,0.015976249,13.65,2009,OUT018,9,0.24223768857167202,965,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCU54,208.427,5452.902,9,0.098622378,8.88,1997,OUT046,21,1.4953483066120035,1508,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDG34,106.7254,542.627,13,0.062885197,11.5,1998,OUT010,20,0.9534881915432241,414,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDQ36,39.2848,857.5504,0,0.162461219,7.855,2007,OUT017,11,2.463295994766744,802,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRZ11,122.0388,1238.388,14,0.112840108,8.85,1999,OUT049,19,1.7109226915590656,143,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DRH23,55.7614,110.5228,7,0.298205272,12.792854228644991,1985,OUT019,33,4.521496617207627,69,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDT55,157.0946,5522.811,6,0.043902087,13.6,2007,OUT017,11,0.6656593846498292,961,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCV53,241.288,5512.824,8,0.018797945,8.27,1987,OUT013,31,0.28502126792699706,1517,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDQ33,151.6708,4815.0656,13,0.0,12.792854228644991,1985,OUT027,33,0.0,800,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCJ54,230.8642,4414.9198,9,0.060017128,9.895,1987,OUT013,31,0.9100014879231149,1362,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDY16,186.2266,1106.5596,5,0.16147714,12.792854228644991,1985,OUT019,33,2.448375031633788,1180,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCN07,129.9284,1054.6272,11,0.033944698,18.5,1997,OUT046,21,0.5146818369432936,1407,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDO01,129.7994,1284.994,2,0.020803054,21.1,2009,OUT018,9,0.3154234586724128,691,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP32,126.8678,1780.3492,6,0.08816538,6.65,2007,OUT017,11,1.3367955058313825,755,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN07,130.9284,1977.426,11,0.034082974,18.5,2009,OUT018,9,0.5167784278655393,1407,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
DRN47,180.766,3056.022,7,0.016745264,12.792854228644991,1985,OUT027,33,0.25389777324342094,134,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NCM18,61.1194,2352.9372,9,0.083009876,13.0,2002,OUT045,16,1.2586258821367335,1393,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDD40,193.6162,5195.2374,4,0.014721719,12.792854228644991,1985,OUT027,33,0.2232160491715963,303,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW47,122.8414,731.0484,1,0.046375227,15.0,1997,OUT046,21,0.7031580313668493,1105,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDI45,175.6054,1050.6324,6,0.037639672,13.1,1999,OUT049,19,0.5707063744359444,497,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ46,174.0054,2101.2648,13,0.04500603,11.1,2009,OUT018,9,0.6823977692753366,533,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDD38,100.2674,203.7348,3,0.013711274,16.75,1998,OUT010,20,0.20789531517272067,301,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDS37,117.2492,2432.8332,3,0.032009653,7.655,2002,OUT045,16,0.48534198200724626,898,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY60,145.2128,3739.1328,0,0.026424424,10.5,2002,OUT045,16,0.40065671182251944,1215,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP13,41.948,199.74,3,0.134870732,8.1,2009,OUT018,9,2.0449590123219434,741,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDM28,181.366,1977.426,5,0.045295529,15.7,2002,OUT045,16,0.6867872582350925,635,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY33,159.7262,5728.5432,13,0.097750937,14.5,2007,OUT017,11,1.482135201735722,1192,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCM54,125.5678,1398.8458,9,0.05089667,17.7,1987,OUT013,31,0.771713791941723,1403,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDK04,58.5588,801.6232,5,0.052312034,7.36,1997,OUT046,21,0.793174054851218,545,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCI42,207.1954,1667.1632,9,0.010363586,18.75,2004,OUT035,14,0.15713645411721736,1348,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDF45,59.9904,644.4944,6,0.012254429,18.2,2009,OUT018,9,0.18580610227880562,384,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDN56,144.8786,3323.0078,6,0.107223632,5.46,1999,OUT049,19,1.6257636430140494,687,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR56,196.5768,3350.3056,6,0.101335811,15.5,2007,OUT017,11,1.5364903630492872,863,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX40,39.3164,540.6296,5,0.098993139,12.85,1997,OUT046,21,1.5009699195233022,1150,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB34,86.0198,2006.0554,13,0.026760329,15.25,2007,OUT017,11,0.40574982540504234,214,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY47,130.531,1298.31,1,0.054594957,8.6,2002,OUT045,16,0.8277885623433776,1204,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRB01,190.953,2466.789,14,0.082170947,7.39,1987,OUT013,31,1.2459057360100836,3,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDR51,151.4708,2407.5328,10,0.173821519,9.035,2002,OUT045,16,2.63554498847489,860,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR48,152.3024,1518.024,0,0.131708682,11.65,1999,OUT049,19,1.9970148620305916,858,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDZ25,171.179,1867.569,3,0.027594064,15.7,1987,OUT013,31,0.4183912182176671,1234,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ04,120.3124,2725.7852,5,0.12470444,18.0,2002,OUT045,16,1.8908140014733594,509,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCG07,190.853,4554.072,9,0.052247806,12.792854228644991,1985,OUT027,33,0.7922002065929954,1325,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDB52,257.4672,3835.008,4,0.030559583,17.75,2009,OUT018,9,0.463355494123443,229,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH14,142.0838,2528.7084,3,0.046903482,17.1,2002,OUT045,16,0.7111676254947593,438,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCY17,43.0086,758.3462,8,0.163096139,18.2,1997,OUT046,21,2.472922882356436,1541,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDX31,234.4958,1402.1748,6,0.0,20.35,2002,OUT045,16,0.0,1141,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDN12,112.3544,1006.6896,0,0.081103929,15.6,1997,OUT046,21,1.2297272216426396,660,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG56,59.7536,918.804,6,0.071743629,13.3,2009,OUT018,9,1.0878029541667493,426,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP23,218.3166,5660.6316,1,0.035731825,6.71,2009,OUT018,9,0.5417789054519295,748,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDC47,226.9694,6851.082,13,0.119131749,15.0,2002,OUT045,16,1.8063188369973824,267,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDW25,86.8224,1448.7808,3,0.037217847,12.792854228644991,1985,OUT027,33,0.5643105106144838,1087,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCR42,33.89,99.87,9,0.038559926,9.105,2002,OUT045,16,0.5846595997430134,1474,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
DRO59,75.4012,986.7156,7,0.054238448,11.8,1999,OUT049,19,0.82238304343121,138,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDT60,124.5388,1733.7432,0,0.075856062,12.0,2009,OUT018,9,1.1501571566034958,966,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDE32,37.8506,265.6542,6,0.048957533,20.7,2009,OUT018,9,0.7423118926158044,336,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF21,191.553,6641.355,6,0.059160135,10.3,2007,OUT017,11,0.8970074488691352,369,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX04,46.0376,527.3136,5,0.041536962,19.6,1987,OUT013,31,0.6297985005847977,1120,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC22,193.482,2510.066,13,0.0,6.89,1999,OUT049,19,0.0,250,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDD39,216.385,3678.545,4,0.070297175,16.7,2002,OUT045,16,1.065871293387974,302,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRC36,175.0054,1926.1594,14,0.044984874,13.0,1997,OUT046,21,0.6820769943212518,14,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
DRE01,241.7512,5331.7264,14,0.167155198,10.1,1997,OUT046,21,2.534467808824222,26,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDP37,130.3994,2826.9868,2,0.142986863,15.6,1987,OUT013,31,2.168018737642004,759,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRI01,173.7422,2759.0752,14,0.0,7.97,2002,OUT045,16,0.0,77,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCE19,54.5956,218.3824,9,0.162856593,12.792854228644991,1985,OUT019,33,2.4692907989214197,1307,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCS30,128.9652,1808.3128,9,0.0,5.945,2007,OUT017,11,0.0,1483,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDX31,234.4958,3271.7412,6,0.014885998,20.35,2009,OUT018,9,0.22570690702195065,1141,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH47,96.4068,2527.3768,15,0.128816212,13.5,1997,OUT046,21,1.953158181588086,460,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY11,65.0142,856.8846,0,0.029680868,6.71,2009,OUT018,9,0.45003209821785484,1175,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU23,166.0184,330.2368,1,0.036360676,12.15,1998,OUT010,20,0.5513137726598696,985,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDO19,50.5034,1458.102,6,0.016582833,17.7,1987,OUT013,31,0.2514349354401052,702,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDP08,193.9478,4456.1994,6,0.112316501,20.5,1987,OUT013,31,1.7029835720949196,736,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDX19,235.1958,4673.916,6,0.096653315,19.1,1987,OUT013,31,1.465492658407472,1131,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ28,191.2162,1924.162,5,0.021984639,12.3,2007,OUT017,11,0.3333390794949825,523,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE29,62.0878,302.939,5,0.143351652,8.905,1999,OUT049,19,2.173549800920773,335,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC14,40.0454,209.727,3,0.041482394,14.5,2007,OUT017,11,0.6289711207542769,244,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV44,190.7188,1904.188,6,0.040069806,8.365,2007,OUT017,11,0.6075529485647923,1052,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCF43,141.947,2004.058,9,0.052239735,8.51,2007,OUT017,11,0.7920778311602851,1321,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCY42,144.047,3149.234,9,0.015149955,6.38,1987,OUT013,31,0.22970911890299436,1546,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCZ06,253.8698,3297.7074,9,0.09370568,12.792854228644991,1985,OUT027,33,1.4207995462036647,1550,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDB29,115.1176,1488.7288,5,0.052401766,16.7,2004,OUT035,14,0.7945346040183544,211,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDL28,231.7668,460.7336,5,0.063121982,10.0,1987,OUT013,31,0.9570784116936762,598,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF57,168.6448,2897.5616,6,0.058946687,14.5,2002,OUT045,16,0.893771072786724,391,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDE44,50.3692,591.2304,6,0.171245426,14.65,1987,OUT013,31,2.5964853309879747,345,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU33,45.3402,918.804,13,0.134057426,12.792854228644991,1985,OUT027,33,2.032627371425418,993,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA08,163.8526,1808.9786,6,0.050368454,11.85,2007,OUT017,11,0.7637047891459745,150,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCC06,127.1336,2812.3392,9,0.026986367,19.0,1997,OUT046,21,0.40917709563908566,1284,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDO32,45.806,1165.15,6,0.120543611,6.36,1997,OUT046,21,1.8277260013112449,712,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU39,58.4562,711.0744,10,0.036037952,18.85,1997,OUT046,21,0.5464205141855804,999,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCK18,165.9184,2972.1312,9,0.006725388,9.6,2009,OUT018,9,0.10197277495284782,1367,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDI26,177.3344,1605.9096,3,0.034940979,5.94,1999,OUT049,19,0.5297878112309924,485,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRE37,189.9872,1323.6104,14,0.094219593,13.5,1997,OUT046,21,1.4285916817197633,33,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCN26,117.5808,351.5424,9,0.048004263,10.85,1998,OUT010,20,0.7278580667280935,1412,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDS16,147.376,2197.14,5,0.066164431,15.15,2004,OUT035,14,1.003209128193976,881,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE40,62.4194,804.9522,4,0.0,15.6,2009,OUT018,9,0.0,343,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDP03,122.9388,2105.2596,10,0.0,5.15,2007,OUT017,11,0.0,733,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDA27,253.9672,3068.0064,4,0.030975716,20.35,1999,OUT049,19,0.46966505377404655,165,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ12,208.8296,5400.9696,0,0.039101813,8.895,1999,OUT049,19,0.5928758872049225,514,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT03,181.7608,1102.5648,10,0.010039493,21.25,2009,OUT018,9,0.1522224383678222,919,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF50,195.7768,2956.152,3,0.117308165,4.905,2004,OUT035,14,1.778668994216622,387,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDC51,124.173,1601.249,4,0.009641375,10.895,2002,OUT045,16,0.1461860286887557,270,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCL55,254.604,759.012,11,0.113212516,12.792854228644991,1985,OUT019,33,1.7165692768824166,1388,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDZ23,185.224,6338.416,0,0.067490036,17.75,2004,OUT035,14,1.0233084325525303,1233,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDW24,50.2034,1166.4816,0,0.037573095,6.8,2002,OUT045,16,0.569696909786762,1086,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH21,156.9604,4595.3516,12,0.031219108,10.395,2004,OUT035,14,0.47335545165760706,443,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCQ41,193.5794,390.1588,8,0.032606181,14.8,1998,OUT010,20,0.49438675615218364,1460,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDH48,84.554,778.986,0,0.0,13.5,2009,OUT018,9,0.0,461,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX11,183.6634,2544.6876,0,0.106731895,16.0,2004,OUT035,14,1.618307748062414,1125,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDK33,211.956,4474.176,13,0.0112259,17.85,1987,OUT013,31,0.1702111721053379,561,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV36,127.102,3289.052,0,0.026355345,18.7,2002,OUT045,16,0.3996093109408205,1046,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCW41,159.3604,2059.9852,8,0.01548171,18.0,2002,OUT045,16,0.2347393086785853,1525,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDU32,120.8414,852.8898,6,0.045465958,12.792854228644991,1985,OUT019,33,0.6893713646186109,992,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDE36,162.7868,4258.4568,0,0.041857101,5.26,2002,OUT045,16,0.6346525643504317,340,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO27,94.9752,1534.0032,10,0.0,6.175,2002,OUT045,16,0.0,709,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDW27,156.6314,3257.7594,10,0.151159243,5.86,2002,OUT045,16,2.291931330724984,1089,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ48,246.9118,5681.2714,0,0.056161529,12.792854228644991,1985,OUT027,33,0.851541495854936,534,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDR11,161.1578,1765.0358,1,0.142419608,10.5,1987,OUT013,31,2.159417811352565,828,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV07,110.3228,2763.07,6,0.031410378,9.5,2009,OUT018,9,0.4762555568508289,1021,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO50,93.0804,2940.1728,3,0.077790204,12.792854228644991,1985,OUT027,33,1.1794833199256491,725,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDN04,178.2344,2854.9504,5,0.014166739,11.8,2007,OUT017,11,0.21480124088940775,656,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ08,81.8592,1238.388,6,0.110215444,12.5,2002,OUT045,16,1.6711265829332376,1221,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD05,119.3098,1928.1568,5,0.016679143,19.35,2009,OUT018,9,0.25289522263181946,281,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV60,195.011,2749.754,0,0.117339056,20.2,2004,OUT035,14,1.7791373747756423,1066,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCG30,123.5046,2739.1012,9,0.112227747,20.2,1987,OUT013,31,1.7016378517189108,1328,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
